German,English,Score,SucceedSession,Succeed,TrySession,Retry
vorgedrungen,advanced,-8,FALSE,FALSE,TRUE,01/01/2022
fast,almost,-8,FALSE,FALSE,FALSE,01/01/2022
wach,awake,-8,FALSE,FALSE,FALSE,01/01/2022
hell,bright,-8,FALSE,FALSE,TRUE,01/01/2022
schmutzig,dirty,-8,FALSE,FALSE,TRUE,01/01/2022
liebste,favorite,-8,FALSE,FALSE,FALSE,01/01/2022
sofort,immediately,-8,FALSE,FALSE,FALSE,01/01/2022
unpraktisch,impractical,-8,FALSE,FALSE,FALSE,01/01/2022
unterwegs,on the road,-8,FALSE,FALSE,FALSE,01/01/2022
scharf,sharp,-8,FALSE,FALSE,FALSE,01/01/2022
die Kugel,the ball,-8,FALSE,FALSE,FALSE,01/01/2022
die Heidelbeere,the blueberry,-8,FALSE,FALSE,FALSE,01/01/2022
die Mütze,the cap,-8,FALSE,FALSE,TRUE,01/01/2022
die Sammlung,the collection,-8,TRUE,FALSE,TRUE,01/01/2022
die Baustelle,the construction site,-8,FALSE,FALSE,FALSE,01/01/2022
die Gurke,the cucumber,-8,FALSE,FALSE,TRUE,01/01/2022
die Gefahr,the danger,-8,FALSE,FALSE,FALSE,01/01/2022
die Entscheidung,the decision,-8,FALSE,FALSE,FALSE,01/01/2022
die Tiefe,the depth,-8,FALSE,FALSE,FALSE,01/01/2022
die Entschuldigung,the excuse,-8,FALSE,FALSE,FALSE,01/01/2022
der Stock,the floor,-8,FALSE,FALSE,FALSE,01/01/2022
der Fussweg,the footpath,-8,FALSE,FALSE,FALSE,01/01/2022
Bekannte,the friends,-8,FALSE,FALSE,FALSE,01/01/2022
der Knoblauch,the garlic,-8,FALSE,FALSE,FALSE,01/01/2022
der Grünkohl,the kale,-8,FALSE,FALSE,FALSE,01/01/2022
der Wahnsinn,the madness,-8,FALSE,FALSE,FALSE,01/01/2022
das Streichholz,the match,-8,FALSE,FALSE,FALSE,01/01/2022
die Masche,the mesh,-8,FALSE,FALSE,FALSE,01/01/2022
der Besitz,the possession,-8,TRUE,FALSE,TRUE,01/01/2022
der Spielstand,the score,-8,FALSE,FALSE,FALSE,01/01/2022
die Haut,the skin,-8,FALSE,FALSE,FALSE,01/01/2022
der Muskelkater,the sore muscles,-8,FALSE,FALSE,TRUE,01/01/2022
der Schwamm,the sponge,-8,FALSE,FALSE,FALSE,01/01/2022
die Lauchzwiebel,the spring onion,-8,FALSE,FALSE,FALSE,01/01/2022
der Koffer,the suitcase,-8,FALSE,FALSE,FALSE,01/01/2022
der Rüssel,the trunk,-8,FALSE,FALSE,FALSE,01/01/2022
die Rübe,the turnip,-8,FALSE,FALSE,TRUE,01/01/2022
darauf,thereon,-8,FALSE,FALSE,FALSE,01/01/2022
aufhören,to cease,-8,FALSE,FALSE,FALSE,01/01/2022
sich fügen,to comply,-8,FALSE,FALSE,FALSE,01/01/2022
entdecken,to discover,-8,FALSE,FALSE,FALSE,01/01/2022
unterhalten,to entertain,-8,FALSE,FALSE,FALSE,01/01/2022
passen,to go well,-8,FALSE,FALSE,FALSE,01/01/2022
wandern,to hike,-8,FALSE,FALSE,FALSE,01/01/2022
aufmachen,to open,-8,FALSE,FALSE,FALSE,01/01/2022
sich streiten,to quarrel,-8,FALSE,FALSE,FALSE,01/01/2022
sich bedanken,to say thank you,-8,FALSE,FALSE,FALSE,01/01/2022
abmelden,to sign out,-8,FALSE,FALSE,FALSE,01/01/2022
klingen,to sound,-8,FALSE,FALSE,FALSE,01/01/2022
anfangen,to start,-8,FALSE,FALSE,FALSE,01/01/2022
gelingen,to succeed,-8,FALSE,FALSE,FALSE,01/01/2022
aufreissen,to tear open,-8,FALSE,FALSE,FALSE,01/01/2022
handeln,to trade,-8,FALSE,FALSE,FALSE,01/01/2022
wem,who,-8,FALSE,FALSE,TRUE,01/01/2022
